STREET,CITY,ZIP CODE,ZIP+4,ADDRESS,LATS,LONGS,NAME,FILING_REQ_CD,EIN,ASSET_CD,TAX_PERIOD,NTEE_CD,PF_FILING_REQ_CD,REVENUE_AMT,SUBSECTION,ACTIVITY,ORGANIZATION,STATUS,FOUNDATION,ICO,CLASSIFICATION,INCOME_AMT,STATE,ACCT_PD,ASSET_AMT,SORT_NAME,AFFILIATION,DEDUCTIBILITY,RULING_YEAR,RULING_MONTH,INCOME_CD
4275 ROULEAU RD,ALPENA,49707,9591,"4275 ROULEAU RD, ALPENA , MI, 49707",44.9755238,-83.5381632,HUNTERS HARVEST FOR CHARITY,1,383665130,3,201406,P12,0,69909,3,0,1,1,16,% JOHN S BOYK,1000,135810,MI,6,47851,,3,1,2003,1,4
45 E CHICAGO AVE,PONTIAC,48340,1216,"45 E CHICAGO AVE, PONTIAC , MI, 48340",42.679911,-83.298896,TOM KOWALSKI FOUNDATION INC,1,300739238,2,201212,P12,0,93022,3,0,1,1,15,% KEVIN OGG,1000,105107,MI,12,21022,,3,1,2013,2,4
6533 EAST JEFFERSON SUITE 429A,DETROIT,48207,4458,"6533 EAST JEFFERSON SUITE 429A, DETROIT , MI, 48207",42.3453013,-83.006707,WILLIAMS CHARITY FUND,1,453131131,3,201312,P12,0,144854,3,0,1,1,15,,1000,173220,MI,12,81737,,3,1,2012,1,4
862 VANDERPOOL DR,TROY,48083,5154,"862 VANDERPOOL DR, TROY , MI, 48083",42.5677329,-83.130993,CHARITY CUP,1,522234182,3,201312,P12,0,164830,3,0,1,1,15,% DANIEL BORA,1000,164830,MI,12,43603,,3,1,2004,12,4
3050 UNION LAKE ROAD,COMMERCE TOWNSHIP,48382,4509,"3050 UNION LAKE ROAD, COMMERCE TOWNSHIP , MI, 48382",42.5905246,-83.4477136,TEAM JOSEPH INC,1,800613664,3,201212,P12,0,257687,3,0,1,1,16,% MARISSA PENROD,1000,287470,MI,12,83300,,3,1,2011,1,4
920 BERKSHIRE RD,GROSSE POINTE,48230,1822,"920 BERKSHIRE RD, GROSSE POINTE , MI, 48230",42.37659,-82.9284459,FRIENDS OF KENYAN ORPHANS,1,264047939,4,201212,P12,0,412085,3,0,1,1,15,,1000,412085,MI,12,393968,,3,1,2009,3,4
5912 SHILLINGHAM DR,W BLOOMFIELD,48322,1557,"5912 SHILLINGHAM DR, W BLOOMFIELD , MI, 48322",42.552077,-83.379931,BEATRICE & REYMONT PAUL FOUNDATION,0,201279991,6,201212,P12,1,,3,0,1,1,4,% COMERICA BANK AGENT,1000,736076,MI,12,1332317,,3,1,2004,10,5
C/O 26300 TELEGRAPH RD,SOUTHFIELD,48033,0,"C/O 26300 TELEGRAPH RD, SOUTHFIELD , MI, 48033",42.4822176,-83.2848612,HAFEEZ FOUNDATION,0,260663835,4,201312,P12,1,,3,0,1,1,4,% WASIF HAFEEZ,1000,1,MI,12,373944,,3,1,2008,2,1
828 S GOLDEN BEACH DR,KEWADIN,49648,9225,"828 S GOLDEN BEACH DR, KEWADIN , MI, 49648",45.022083,-85.379714,CHARLES AND RITA ANDERSON FOUNDATION,0,273784987,6,201312,P12,1,,3,0,1,1,4,% JEFFREY B POWER,1000,241130,MI,12,1038544,,3,1,2011,6,4
3450 ALAIEDON PKWY STE 100,OKEMOS,48864,4080,"3450 ALAIEDON PKWY STE 100, OKEMOS , MI, 48864",42.679962,-84.426463,MOTHERS GRACE FOUNDATION,0,274312119,1,201212,P12,1,,3,0,1,1,4,% MUKESH V GANDHI,1000,118014,MI,12,7052,,3,1,2014,9,4
31550 NORTHWESTERN HIGHWAY NO 220,FARMINGTON HILLS,48334,2532,"31550 NORTHWESTERN HIGHWAY NO 220, FARMINGTON HILLS , MI, 48334",42.5197143,-83.3396255,MICKEY SHAPIRO CHARITABLE TR,0,306068151,5,201312,P12,1,,3,0,1,1,4,% MICKEY SHAPIRO,1000,860658,MI,12,545341,SHAPIRO MICKEY TTEE,3,1,2004,2,5
4444 WARWICK CIRCLE DR,GRAND BLANC,48439,8337,"4444 WARWICK CIRCLE DR, GRAND BLANC , MI, 48439",42.897685,-83.6148,BHAGWANI THAWANI FOUNDATION,0,320057659,2,201312,P12,1,,3,0,1,1,4,% HEMENT THAWONI,1000,68539,MI,12,23887,,3,1,2003,1,3
19008 KENTFIELD ST,DETROIT,48219,3449,"19008 KENTFIELD ST, DETROIT , MI, 48219",42.428638,-83.2418033,CARIBBEAN CHILDRENS AID,0,320307053,0,,P12,1,,3,0,1,1,3,% LAMBERT COATESTON,1000,,MI,12,,,3,1,2014,5,0
3665 JAMES RD,CARO,48723,9459,"3665 JAMES RD, CARO , MI, 48723",43.4617855,-83.2809671,AKRON BIKE WEEK INC,2,371668581,0,,P12,0,,3,0,1,1,15,% JULIE CANNELL,1000,,MI,12,,,3,1,2013,4,0
4404 CENTRAL PKWY,HUDSONVILLE,49426,7831,"4404 CENTRAL PKWY, HUDSONVILLE , MI, 49426",42.84451,-85.8697059,LAMAR CONSTRUCTION FOUNDATION,0,454078022,1,201212,P12,1,,3,0,1,1,3,% PAUL VANBEEK,1000,236050,MI,12,310,,3,1,2013,1,4
122 CONCORD RD,BLOOMFLD HLS,48304,2920,"122 CONCORD RD, BLOOMFLD HLS , MI, 48304",42.582916,-83.242153,ABC 4 KIDZ CHARITABLE FUND,2,463965993,0,,P12,0,,3,0,1,1,15,% GENEVIEVE KOTASEK,1000,,MI,12,,,3,1,2014,8,0
430 E 8TH ST 238,HOLLAND,49423,3751,"430 E 8TH ST 238, HOLLAND , MI, 49423",42.7901254,-86.0885043,INDIAS CHILDREN,2,274449223,0,201212,P12,0,0,3,0,1,1,15,% GYPSY MEADOWS GIBBS,1200,0,MI,12,0,,3,1,2011,8,0
600 W LAFAYETTE BLVD 4TH FLR,DETROIT,48226,2711,"600 W LAFAYETTE BLVD 4TH FLR, DETROIT , MI, 48226",42.3291188,-83.0545661,JUST,2,260184868,3,201212,P12,0,207620,3,0,1,1,15,% BRUCE A MILLER,1200,333185,MI,12,36609,,3,1,2013,4,4
3260 GREENLAWN AVE,COMMERCE TWP,48382,4627,"3260 GREENLAWN AVE, COMMERCE TWP , MI, 48382",42.588426,-83.442157,SEAN SACHS MEMORIAL FUND INC,2,455075926,0,201312,P12,0,0,3,0,1,1,15,% JAMES CHWAT,1500,0,MI,12,0,,3,1,2012,8,0
4424 W 48TH ST,FREMONT,49412,8721,"4424 W 48TH ST, FREMONT , MI, 49412",43.4663309,-85.911393,FREMONT AREA ELDERLY NEEDS FUND,1,383072183,8,201312,P120,0,512300,3,575000000,1,1,17,% BERTRAM W VERMEULEN,1000,1771269,MI,12,10894672,,3,1,1993,5,6
PO BOX 606,ESCANABA,49829,606,"PO BOX 606, ESCANABA , MI, 49829",45.7738752,-87.1630507,UPCAP SERVICES INC,1,381957176,8,201309,P120,0,21824214,3,994402000,1,1,15,,1000,21824214,MI,9,14866604,,3,1,1972,5,8
8000 E JEFFERSON AVE,DETROIT,48214,3963,"8000 E JEFFERSON AVE, DETROIT , MI, 48214",42.350213,-82.9936931,ASHTON FUND,1,274155700,5,201312,P122,0,273634,3,0,1,1,15,% GARRY BERNATH,1000,352569,MI,12,667966,,3,1,2011,3,4
1100 N MAIN ST STE 100,ANN ARBOR,48104,1059,"1100 N MAIN ST STE 100, ANN ARBOR , MI, 48104",42.2931953,-83.7467225,WCP,1,383221174,5,201312,P122,0,481631,3,995602000,1,1,15,% CAROL WALTERS,1000,536012,MI,12,617085,WOMENS CARING PROGRAM,3,1,1995,4,5
1300 CONNELL RD,ORTONVILLE,48462,9462,"1300 CONNELL RD, ORTONVILLE , MI, 48462",42.872059,-83.3750249,ATHLETES AND ARTISTS AGAINST HUNGER,2,300588920,1,201312,P122,0,1272,3,0,1,1,16,% ANTONIETTA ALLEN,1200,1272,MI,12,2595,,3,1,2010,3,1
11131 WAYNE RD,ROMULUS,48174,1472,"11131 WAYNE RD, ROMULUS , MI, 48174",42.2212404,-83.3842182,ROMULUS FOUNDATION INC,2,383264877,0,201312,P123,0,0,3,0,1,1,15,% BRIAN OAKLEY,1000,0,MI,12,0,,3,1,2001,8,0
1122 E GLENGARRY CIR,BLOOMFLD HLS,48301,2215,"1122 E GLENGARRY CIR, BLOOMFLD HLS , MI, 48301",42.555243,-83.25121,EAGLES FOR CHILDREN INCORPORATED,2,454376645,0,201212,P123,0,0,3,0,1,1,15,% HAL ZAIMA,1000,0,MI,12,0,,3,1,2012,4,0
27900 HARPER AVE,ST CLR SHORES,48081,1543,"27900 HARPER AVE, ST CLR SHORES , MI, 48081",42.497801,-82.89716,NINO SALVAGGIO CHARITABLE FOUNDATION FOR CHILDREN IN NEED,1,141871864,3,201312,P123,0,74833,3,0,1,1,16,% RINA CIARAMITARO,1000,152239,MI,12,40788,,3,1,2003,5,4
222 S WESTNEDGE AVE,KALAMAZOO,49007,4628,"222 S WESTNEDGE AVE, KALAMAZOO , MI, 49007",42.2901178,-85.5900455,KALAMAZOO COUNTY READY 4S,1,273342489,5,201306,P123,0,1567776,3,0,1,1,15,% DENISE HARTSOUGH,1000,1567776,MI,6,893457,,3,1,2012,7,6
4265 CORPORATE EXCHANGE DR,HUDSONVILLE,49426,1950,"4265 CORPORATE EXCHANGE DR, HUDSONVILLE , MI, 49426",42.8455752,-85.8554672,HANDS OF HOPE INTL,0,383560968,3,201312,P123,1,,3,0,1,1,3,% J P KOOP,1000,133952,MI,12,64260,HANDS OF HOPE,3,1,2001,8,4
23024 MADISON ST,DEARBORN,48124,3502,"23024 MADISON ST, DEARBORN , MI, 48124",42.2892498,-83.2602252,SAFE HARBOR FOR WOMEN,2,300279385,0,201312,P124,0,0,3,0,1,1,15,% KATHY STECKER,1000,0,MI,12,0,,3,1,2006,9,0
22550 HALL RD,CLINTON TWP,48036,1189,"22550 HALL RD, CLINTON TWP , MI, 48036",42.6282629,-82.883134,MACOMB CHILDRENS HEALTHCARE ACCESS PROGRAM,2,50608869,1,201112,P124,0,2500,3,0,1,1,15,% SUSAN GOUGH,1000,2500,MI,12,2531,,3,1,2006,4,1
6148 BIRCH LAKE RD,KEWADIN,49648,9079,"6148 BIRCH LAKE RD, KEWADIN , MI, 49648",44.944363,-85.373994,VERHAGE ROMANIAN FUND,2,383638297,0,201312,P127,0,0,3,0,5,1,15,% JUDITH VERHAGE,1200,0,MI,12,0,,3,1,2002,3,0
616 LIVE OAK DR,ROCHESTER HLS,48309,2318,"616 LIVE OAK DR, ROCHESTER HLS , MI, 48309",42.670948,-83.183475,CHARLOTTES WINGS,1,262221668,3,201312,P127,0,63313,3,0,1,1,15,% JENNIFER AND JASON BUCK,1200,94527,MI,12,56089,,3,1,2009,7,3
855 FOREST AVE,BIRMINGHAM,48009,6405,"855 FOREST AVE, BIRMINGHAM , MI, 48009",42.5457589,-83.208112,KEVIN DEGEN MEMORIAL FOUNDATION,2,273283709,0,201309,P128,0,0,3,0,1,1,15,% NORMAN N BERRY EA,1000,0,MI,9,0,,3,1,2012,8,0
1520 BROADWAY ST,ANN ARBOR,48105,1877,"1520 BROADWAY ST, ANN ARBOR , MI, 48105",42.2933309,-83.731226,BROADWAY FOUNDATION,0,263014854,1,201312,P128,1,,3,0,1,1,4,,1000,642,MI,12,1561,,3,1,2009,3,1
4300 VISTA DR,BAY HARBOR,49770,8083,"4300 VISTA DR, BAY HARBOR , MI, 49770",45.3608069,-85.0302085,BAY HARBOR EVENT CENTER,2,205069644,0,201312,P19,0,0,3,0,1,1,16,,1000,0,MI,12,0,,3,1,2007,10,0
20733 W TEN NILE,SOUTHFIELD,48075,0,"20733 W TEN NILE, SOUTHFIELD , MI, 48075",42.471592,-83.246246,WORD NETWORK FOUNDATION,2,452042427,2,201405,P19,0,0,3,0,1,1,16,% KEVIN ADELL,1000,0,MI,5,18784,,3,1,2011,10,0
PO BOX 158,PINCONNING,48650,158,"PO BOX 158, PINCONNING , MI, 48650",43.8536325,-83.9649869,INTERNATIONAL SPACE MONKEY ALLIANCE,2,900658327,0,201312,P19,0,0,3,0,5,1,15,% DAMON DUBOIS,1000,0,MI,12,0,ISMA,3,1,2012,8,0
343 W MAIN ST,IONIA,48846,1639,"343 W MAIN ST, IONIA , MI, 48846",42.9823767,-85.067568,ENRICH OF IONIA COUNTY,2,383436121,3,201312,P19,0,17225,3,0,1,1,15,,1000,17225,MI,12,88978,,3,1,1999,3,2
3401 CRANBERRY DR,CLYDE,48049,4403,"3401 CRANBERRY DR, CLYDE , MI, 48049",43.003331,-82.546064,PROJECT RESTORE HOPE BWA,2,462421807,0,,P19,0,,3,0,1,1,15,% FERNANDO RODRIGUEZ,1200,,MI,12,,,3,1,2014,5,0
1410 S TELEGRAPH RD,BLOOMFLD HLS,48302,46,"1410 S TELEGRAPH RD, BLOOMFLD HLS , MI, 48302",42.617848,-83.3177819,MICHIGAN NETWORK FOR YOUTH & FAMILIES,0,237383476,0,201309,P190,0,0,3,328326000,1,1,16,% HEATHER WIEGAND,1000,0,MI,9,0,,3,1,1974,4,0
139 WEST LAKE LANSING ROAD,EAST LANSING,48823,8525,"139 WEST LAKE LANSING ROAD, EAST LANSING , MI, 48823",42.7588099,-84.4850689,ASSOCIATION FOR CHILD DEVELOPMENT,1,382068563,6,201309,P190,0,31934678,3,574000000,5,1,16,,1000,31934678,MI,9,2818761,,3,1,1982,1,8
PO BOX 788,WYANDOTTE,48192,788,"PO BOX 788, WYANDOTTE , MI, 48192",42.204837,-83.15954,WOMEN OF WYANDOTTE,2,271463385,0,201312,P192,0,0,3,0,1,1,16,% MARY JO HECK,1000,0,MI,12,0,,3,1,2010,8,0
6116 16TH AVE,HUDSONVILLE,49426,7449,"6116 16TH AVE, HUDSONVILLE , MI, 49426",42.880033,-85.822004,VITAL CONNECTIONS INC,1,202967786,3,201312,P192,0,81073,3,0,1,1,15,% CRAIG PIPPEL,1000,81073,MI,12,52641,,3,1,2005,8,3
2233 WOODBINE AVE,PORTAGE,49002,7241,"2233 WOODBINE AVE, PORTAGE , MI, 49002",42.1786324,-85.5626719,CHRIST FOLLOWERS FOR CHANGE KALAMAZOO INC,1,270922281,3,201306,P192,0,183844,3,0,1,1,15,% GORDON DAWN,1000,183844,MI,6,31610,,3,1,2011,8,4
100 PINE ST STE 177,ZEELAND,49464,1697,"100 PINE ST STE 177, ZEELAND , MI, 49464",42.809129,-86.0231209,RICK RACK,2,271812214,0,201312,P193,0,0,3,0,1,1,15,,1000,0,MI,12,0,,3,1,2010,5,0
11772 STEPHENSON RD,ONSTED,49265,9600,"11772 STEPHENSON RD, ONSTED , MI, 49265",42.016234,-84.223111,LENAWEE COUNTY FOSTER & ADOPTIVE PARENTS ASSOCIATION,2,383231596,0,201308,P193,0,0,3,0,1,1,15,,1000,0,MI,8,0,,3,1,2004,5,0
G5069 VAN SLYKE ROAD,FLINT,48507,0,"G5069 VAN SLYKE ROAD, FLINT , MI, 48507",42.9671403,-83.7125797,VOCATIONAL INDEPENDENCE PROGRAM TRANSPORTATION VIP,1,270864763,6,201309,P198,0,638501,3,0,1,1,16,% MAX GALANTER,1000,638501,MI,9,1470113,,3,1,2010,7,5
3592 EASTBOURNE DR,TROY,48084,1108,"3592 EASTBOURNE DR, TROY , MI, 48084",42.570182,-83.195285,HELPING ANGELS CHARITABLE SERVICES,2,452455247,1,201312,P198,0,10264,3,0,1,1,15,% JAMES FORRER,1200,10264,MI,12,184,HELPING ANGELS CHARITY,3,1,2012,1,2
2325 W SHIAWASSEE AVE,FENTON,48430,1792,"2325 W SHIAWASSEE AVE, FENTON , MI, 48430",42.789603,-83.720843,COMMUNITIES OF HOPE INC,1,264468628,5,201212,P20,0,-453542,3,0,1,1,15,,1000,68652,MI,12,896600,,3,1,2009,7,3
43252 WOODWARD AVE STE 202,BLOOMFLD HLS,48302,5047,"43252 WOODWARD AVE STE 202, BLOOMFLD HLS , MI, 48302",42.6061672,-83.2654722,CHASE AWAY O M S FOUNDATION,2,10840320,0,201312,P20,0,0,3,0,1,1,15,% BRENDA BROSNAN,1000,0,MI,12,0,,3,1,2006,2,0
PO BOX 1727,ROYAL OAK,48068,1727,"PO BOX 1727, ROYAL OAK , MI, 48068",42.4892706,-83.1459705,METRO DETROIT POLICE & FIRE PIPES & DRUMS,1,20643777,0,201312,P20,0,0,3,0,1,1,15,% DAVID WURTZ,1000,0,MI,12,0,,2,1,2014,5,0
363 SYCAMORE ST,WYANDOTTE,48192,5847,"363 SYCAMORE ST, WYANDOTTE , MI, 48192",42.2006919,-83.1544459,HELPING MEND GODS CHILDREN,2,20663699,0,201312,P20,0,0,3,0,1,1,15,% MICHAEL OBRIEN,1000,0,MI,12,0,,3,1,2003,9,0
897 PHILIP ST,DETROIT,48215,2935,"897 PHILIP ST, DETROIT , MI, 48215",42.372971,-82.942015,FAITH FAMILY OUTREACH SERVICES,2,20700841,0,201312,P20,0,0,3,0,1,1,15,% CARMEN FULTS,1000,0,MI,12,0,,3,1,2004,6,0
1020 FRANCIS ST,JACKSON,49203,3273,"1020 FRANCIS ST, JACKSON , MI, 49203",42.237166,-84.404104,NEW MACEDONIA MISSION CENTER,2,20758001,0,201110,P20,0,0,3,0,1,1,15,% BENNIE J GIBSON,1000,0,MI,10,0,,3,1,2012,1,0
5950 WATLING RD,BARRYTON,49305,9448,"5950 WATLING RD, BARRYTON , MI, 49305",43.719855,-85.2030082,COMMUNITY CARE CENTER,2,50621787,0,201404,P20,0,0,3,0,1,1,16,% AMY STRONG,1000,0,MI,4,0,,3,1,2005,9,0
5600 CLEAR LAKE RD,NORTH BRANCH,48461,8518,"5600 CLEAR LAKE RD, NORTH BRANCH , MI, 48461",43.1514173,-83.1292254,DREAMS AND WINGS INC,2,113771356,0,201212,P20,0,0,3,0,1,1,15,% C JACK LEWIS,1000,0,MI,12,0,,3,1,2006,4,0
PO BOX 289,IDLEWILD,49642,289,"PO BOX 289, IDLEWILD , MI, 49642",43.8753829,-85.7769164,AMERICAN LEGION POST NO 263,2,134210465,0,201212,P20,0,0,3,0,1,1,15,% CHESTER DIXSON,1000,0,MI,12,0,POST NO 263,3,1,2014,8,0
1940 UNION AVE,BENTON HARBOR,49022,6266,"1940 UNION AVE, BENTON HARBOR , MI, 49022",42.082926,-86.442123,BLACK AUTONOMY NETWORK COMMUNITY ORGANIZATION,2,141859348,0,201312,P20,0,0,3,0,1,1,16,% REV EDWARD PINKNEY,1000,0,MI,12,0,,3,1,2011,11,0
3134 DAGGITT DR,SPRING ARBOR,49283,9742,"3134 DAGGITT DR, SPRING ARBOR , MI, 49283",42.215712,-84.525912,NACION EN TRANSFORMACION,2,141992194,0,201212,P20,0,0,3,0,1,1,15,% SAMUEL LUNA,1000,0,MI,12,0,NET,3,1,2009,2,0
20011 GRAND RIVER AVE,DETROIT,48219,3308,"20011 GRAND RIVER AVE, DETROIT , MI, 48219",42.4082719,-83.23822,P W COMMUNITY DEVELOPMENT NONPROFIT HOUSING CORPORATION,2,200114468,0,201312,P20,0,0,3,0,1,1,15,% WALTER L WILLIAMS,1000,0,MI,12,0,,3,1,2012,3,0
PO BOX 180671,UTICA,48318,671,"PO BOX 180671, UTICA , MI, 48318",42.6259407,-83.0271679,MACOMB COUNTY QUILT GUILD,2,200239331,0,201308,P20,0,0,3,0,1,1,16,% LINDA FENSKA,1000,0,MI,8,0,,3,1,2012,7,0
220 BAGLEY ST STE 408,DETROIT,48226,1452,"220 BAGLEY ST STE 408, DETROIT , MI, 48226",42.334581,-83.0532606,BLACK WOMEN LAWYERS FOUNDATON OF MICHIGAN,2,201230250,0,201312,P20,0,0,3,0,1,1,15,% BRENDA SPRINGS,1000,0,MI,12,0,,3,1,2004,11,0
20836 HALL RD SUITE 252,CLINTON TWP,48038,7227,"20836 HALL RD SUITE 252, CLINTON TWP , MI, 48038",42.6280706,-82.9130964,ALL THINGS GOOD,2,201852415,0,201212,P20,0,0,3,0,1,1,15,% MICHEAL D SOWERS,1000,0,MI,12,0,CHARITY,3,1,2008,11,0
PO BOX 654,SOUTHFIELD,48037,654,"PO BOX 654, SOUTHFIELD , MI, 48037",42.4869968,-83.2636363,VISION FOR BETTER LIFE COMMUNITY DEVELOPMENT CORPORATION,2,202375358,0,201312,P20,0,0,3,0,1,1,15,% ROY MCCLOUD,1000,0,MI,12,0,,3,1,2005,3,0
PO BOX 50,GENESEE,48437,50,"PO BOX 50, GENESEE , MI, 48437",43.1154033,-83.6162183,GREATER GENESEE COUNTY AREA BMX PARENTS ASSOCIATION,2,203838963,0,201312,P20,0,0,3,0,1,1,16,% DENNIS YBARRA,1000,0,MI,12,0,RICHFIELD PARK BMX PARENTS ASSN,3,1,2006,4,0
2404 BURCHAM DR,EAST LANSING,48823,7240,"2404 BURCHAM DR, EAST LANSING , MI, 48823",42.739478,-84.438873,GRANDMAS COMFORT,2,204186527,0,201312,P20,0,0,3,0,1,1,15,,1000,0,MI,12,0,,3,1,2006,5,0
1835 JAYME DR,BARODA,49101,9742,"1835 JAYME DR, BARODA , MI, 49101",41.948102,-86.497963,HELPING PARTIALLY DISABLED INC,2,204694954,0,201112,P20,0,0,3,0,1,1,15,% MICHAEL G GORSKE,1000,0,MI,12,0,,3,1,2006,8,0
7330 RIVER RD,FLUSHING,48433,2219,"7330 RIVER RD, FLUSHING , MI, 48433",43.054239,-83.821456,UNITED POLIO SURVIVORS FOUNDATION LTD,2,204950098,0,201312,P20,0,0,3,0,1,1,15,% ETSEGENET LAKEN,1000,0,MI,12,0,,3,1,2006,8,0
1221 N WESTNEDGE AVE,KALAMAZOO,49007,0,"1221 N WESTNEDGE AVE, KALAMAZOO , MI, 49007",42.3033382,-85.5901135,COUNTING TO ONE MINISTRIES,2,204967222,0,201312,P20,0,0,3,0,1,1,16,% GALILEE BAPTIST CHURCH,1000,0,MI,12,0,,3,1,2007,12,0
5640 WILLIAMS LAKE RD,WATERFORD,48329,3271,"5640 WILLIAMS LAKE RD, WATERFORD , MI, 48329",42.690412,-83.401352,GOLDEN AGE CLUB,2,205265716,0,201401,P20,0,0,3,0,1,1,15,% SHARON HUNT,1000,0,MI,1,0,,3,1,2014,5,0
103 W HELEN ST,NEWBERRY,49868,1118,"103 W HELEN ST, NEWBERRY , MI, 49868",46.355922,-85.5113495,LUCE COUNTY COMMUNITY RESOURCE & RECREATION CENTER INC,2,205768161,0,201404,P20,0,0,3,0,1,1,15,% KAY MAHAR,1000,0,MI,4,0,,3,1,2007,5,0
518 GIRARD AVE,ROYAL OAK,48073,3679,"518 GIRARD AVE, ROYAL OAK , MI, 48073",42.51315,-83.1378299,MAHLON & JANE OZMUN MINISTRIES INC,2,208137270,0,201312,P20,0,0,3,0,1,1,17,% MAHLON OZMUN,1000,0,MI,12,0,,3,1,2014,7,0
ALBION COLLEGE PSYHCOLOGY DEPT,ALBION,49224,0,"ALBION COLLEGE PSYHCOLOGY DEPT, ALBION , MI, 49224",42.243097,-84.7530304,PAVLOVIAN SOCIETY,2,232824706,0,201312,P20,0,0,3,995199000,5,1,16,% JEFF WILSON,1000,0,MI,12,0,,3,1,2014,4,0
15400 MARK TWAIN ST,DETROIT,48227,2921,"15400 MARK TWAIN ST, DETROIT , MI, 48227",42.403827,-83.186219,MINORITY HEALTH COALITION,2,260356043,0,201312,P20,0,0,3,0,1,1,16,% BARBARA SHANNON-HARRISON,1000,0,MI,12,0,,3,1,2014,1,0
11564 SYRACUSE ST,TAYLOR,48180,6805,"11564 SYRACUSE ST, TAYLOR , MI, 48180",42.222555,-83.2654869,RAINMAN MINISTRIES INCORPORATED,2,260391144,0,201212,P20,0,0,3,0,1,1,15,% ROGER E MCDANIEL,1000,0,MI,12,0,,3,1,2007,8,0
313 S WASHINGTON SQUARE,LANSING,48933,2114,"313 S WASHINGTON SQUARE, LANSING , MI, 48933",42.7306068,-84.5517518,INGHAM COUNTY SOBRIETY COURT FOUNDATION,2,260420620,0,201312,P20,0,0,3,0,1,1,15,% JOHN P NICOLUCCI,1000,0,MI,12,0,,3,1,2013,7,0
4677 PINE EAGLES DR,BRIGHTON,48116,9757,"4677 PINE EAGLES DR, BRIGHTON , MI, 48116",42.5305141,-83.8565152,LIVINGSTON WOMENS CLUB INC,2,260632364,0,201303,P20,0,0,3,0,1,1,15,% NANCY FRITCH,1000,0,MI,3,0,,3,1,2007,10,0
26363 ROSS DR,REDFORD,48239,2964,"26363 ROSS DR, REDFORD , MI, 48239",42.3900409,-83.3015719,THE@GLIDER INITIATIVE,2,260638768,0,201112,P20,0,0,3,0,1,1,15,% KAREN G MILAS,1000,0,MI,12,0,,3,1,2014,7,0
5575 CONNER ST STE 201,DETROIT,48213,6401,"5575 CONNER ST STE 201, DETROIT , MI, 48213",42.3928087,-82.9829653,MAN POWER MENTORING INC,2,260714921,0,201212,P20,0,0,3,0,1,1,15,% XZUN Z BELLEFANT,1000,0,MI,12,0,MPM,3,1,2008,5,0
2590 RENFREW WAY,LANSING,48911,6421,"2590 RENFREW WAY, LANSING , MI, 48911",42.657022,-84.585868,SLEEP TIGHT FOUNDATION,2,260797897,0,201212,P20,0,0,3,0,1,1,15,% WENDOLYN R LARSON,1000,0,MI,12,0,,3,1,2009,4,0
654 MYRTLE AVE,HOLLAND,49423,6830,"654 MYRTLE AVE, HOLLAND , MI, 49423",42.772592,-86.157304,SECOND FIDDLE MINISTRIES,2,260854739,0,201312,P20,0,0,3,0,1,1,15,% GARY NIELSEN,1000,0,MI,12,0,,3,1,2009,2,0
708 CHIPPEWA SQ STE 2,MARQUETTE,49855,4835,"708 CHIPPEWA SQ STE 2, MARQUETTE , MI, 49855",46.5394198,-87.4069823,ACCESS JUSTICE NOW,2,261333386,0,201212,P20,0,0,3,0,1,1,15,% CATHY C CHURCH,1000,0,MI,12,0,,3,1,2008,12,0
5508 TANGLEWOOD DR,ANN ARBOR,48105,9549,"5508 TANGLEWOOD DR, ANN ARBOR , MI, 48105",42.319541,-83.653163,LEUKS LANDING INC,2,261594021,0,201312,P20,0,0,3,0,1,1,15,% LEONA FOSTER,1000,0,MI,12,0,,3,1,2008,6,0
PO BOX 182,ATLAS,48411,182,"PO BOX 182, ATLAS , MI, 48411",42.9401454,-83.5323391,OLIVIA RAINE FOUNDATION,2,261968725,0,201312,P20,0,0,3,0,1,1,15,% KIMBERLY RICHARDS,1000,0,MI,12,0,,3,1,2008,8,0
660 BURTON ST SE,GRAND RAPIDS,49507,3202,"660 BURTON ST SE, GRAND RAPIDS , MI, 49507",42.9273394,-85.650971,GREAAT SCHOOLS INC,2,261988686,0,201212,P20,0,0,3,0,1,1,15,% DANELL KENDRICK,1000,405,MI,6,0,,3,1,2012,7,1
619 MAIN ST,ST JOSEPH,49085,1314,"619 MAIN ST, ST JOSEPH , MI, 49085",42.105946,-86.48266,BENTON HARBOR OUTREACH MINISTRY,2,262115049,0,201212,P20,0,0,3,0,1,1,15,% FRED PIEPLOW,1000,0,MI,12,0,,3,1,2008,7,0
5351 BRIDGE TRL W,COMMERCE TWP,48382,4840,"5351 BRIDGE TRL W, COMMERCE TWP , MI, 48382",42.601633,-83.510959,AXEMEN MOTORCYCLE CLUB CHAPTER 8 CHARITIES,2,262574406,0,201212,P20,0,0,3,0,1,1,16,% THOMAS MOORE,1000,0,MI,12,0,,3,1,2008,9,0
2123 FULTON ST E,GRAND RAPIDS,49503,3921,"2123 FULTON ST E, GRAND RAPIDS , MI, 49503",42.963095,-85.616852,ON MY OWN,2,262893376,0,201312,P20,0,0,3,0,1,1,15,% GWEN HEATLEY,1000,0,MI,12,0,,3,1,2009,5,0
